Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description",Sector,Main activity,Description in Original language,Description in English,Website,Operating result [=EBIT] mEUR 2021,Operating result [=EBIT] mEUR 2020,Operating result [=EBIT] mEUR 2019,Turnover mEUR 2021,Turnover mEUR 2020,Turnover mEUR 2019,Availability of financial data,2 years of consecutive losses,Average loss over 3 years,Additional Websites,Meta Title,Meta Description,Meta Keywords,Additional Meta Title,Additional Meta Description,Additional Meta Keywords
MININ S.R.L.,IT,Italie,PORPETTO,VIA UDINE 107,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail of clothing and accessories and other related products,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail of clothing and accessories and other related products [source: Bureau van Dijk],www.minin.it,0,0,0,5,4,6,YES,NO,YES,,MININ ABBIGLIAMENTO - Minin Abbigliamento sempre di moda .,"Negozio di abbigliamento in provincia di Udine troverai, abbigliamento donna, uomo, bambino, arredo casa, reparto intimo e servizio sartoria.",,,,
"TRGOS, PODJETJE ZA PROIZVODNJO, RACUNOVODSKE STORITVE, TRGOVINO, GOSTINSTVO IN TURIZEM, D.O.O., BLED",SI,Slovénie,BLED,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,www.trgos.si,1,1,0,5,6,4,YES,NO,NO,,Osebna varovalna oprema - Trgos katalogi,Trgos | Varovalna oprema | Širok izbor certificiranih izdelkov varovalne opreme. Prenesi katalog,,,,
TORREGROSSA SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,PALERMO,VIA DELLA LIBERTA' 3/5,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the management and operation of clothing stores,Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the management and operation of clothing stores [source: Bureau van Dijk],www.torregrossaboutique.com,1,0,0,5,5,5,YES,NO,NO,www.bizweek.it/index.php/it/ads/57d6be589313b/Abbigliamento/Torregrossa,,,,BizWeek | L'elenco Multimediale delle attività,BizWeek è l'elenco multimediale.  L'elenco completo delle attività online,
SANDVIK SKO AS,NO,Norvège,GAUPNE,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the management and operation of shoe stores,Retail,"SALG AV SKOTØY MED NATURLIG TILBEHØR, SAMT ALT HVA HERMED STÅR I FORBINDELSE, HERUNDER Å DELTA I ANDRE SELSKAP.",Engaged in the management and operation of shoe stores [source: Bureau van Dijk],,0,0,0,5,4,5,YES,NO,NO,,,,,,,
KARI AUKIA OY,FI,Finlande,VAASA,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing,Retail,"Yhtiön toimialana on vaatteiden ja tekstiilien vähittäiskauppa. Yhtiö voi myös ostaa, myydä, vuokrata ja hallita kiinteistöjä ja osakehuoneistoja sekä harjoittaa arvopaperikauppaa.","Yhtion toimialana on vaatteiden ja tekstiilien vahittaiskauppa. Yhtio voi myos ostaa, myyda, vuokrata ja hallita kiinteistoja ja osakehuoneistoja seka harjoittaa arvopaperikauppaa.",www.aukia.fi,0,0,0,6,5,8,YES,NO,YES,,Vaatteet netistä suomalaisesta vaatekaupasta - Nettivaatekauppa Aukia,Vaatteet netistä ja kolmesta vaatemyymälästä. Tilaa vaatteita helposti suomalaisesta muodin verkkokaupasta. Ilmaiset toimitukset Suomessa.,,,,
STAR ALLIANCE EOOD,BG,Bulgarie,SOFIA,UL. VLADAYSKA REKA 8,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,,www.tendenzstore.com,1,0,0,5,6,7,YES,NO,NO,,Дамски и мъжки обувки и чанти | TendenZ® обувки и чанти,Дамски и мъжки обувки и чанти! Елегантни и ежедневни обувки и чанти. Обувки от естествена кожа. Нови модели в онлайн магазин за обувки и чанти TendenZ!,"дамски обувки, мъжки обувки, дамски,чанти, мъжки чанти, обувки, български обувки, обувки нова колекция, боти, ботуши, спортни обувки, боти и ботуши, ниски цени, цени обувки, онлайн, дамски колани, чанти, дамски чанти, елегантни дамски чанти, ежедневни чанти, мъжки чанти, портфейли, елегантни обувки, ежедневни обувки, дамски ботуши, дамски боти, мъжки боти, летни ботуши, обувки платформа, апрески, елегантни ботуши, зимни обувки, чанти онлайн, дамски сандали, сандали на платформа, сандали, чехли, джапанки, естествена кожа,еко кожа, обувки онлайн, obuvki, obuvki online, damski obuvki, ниски цени, цена, магазин за обувки, tendenz,  тенденз",,,
"FATIMA MENDES, S.A.",PT,Portugal,GUIMARAES,,4771,Commerce de détail d'habillement en magasin spécialisé,Operates as a family clothing store,Retail,"Importação e venda de artigos de vestuário, calçado, acessórios, bijuterias, bolsas, bagagem, marroquinaria de senhora, homem e criança, bem como artigos de decoração",Operates as a family clothing store [source: Bureau van Dijk],www.fatimamendes.com,0,0,0,5,5,5,YES,NO,NO,,Fátima Mendes,Descrição do site,"Lista de palavras chave separadas por ,",,,
BRAVI S.P.A.,IT,Italie,CONEGLIANO,VIA ALESSANDRO VOLTA 16,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of garments for adults in Italy,Retail,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,Engaged in the retail trade of garments for adults in Italy [source: Bureau van Dijk],www.bravispa.it,0,0,0,5,4,6,YES,NO,NO,braviconegliano.it,"Abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand  | Bravi Conegliano","Acquista online abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand - Scopri il nostro Store a Conegliano, Treviso.",Abbigliamento,"Abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand  | Bravi Conegliano","Acquista online abbigliamento Donna, Uomo, Bambino e Sport dei migliori Brand - Scopri il nostro Store a Conegliano, Treviso.",Abbigliamento
FALETTI MULTISTORE S.R.L.,IT,Italie,DARFO BOARIO TERME,CORSO ROBERTO ENEA LEPETIT 15,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,"COMMERCIO AL DETTAGLIO DI BIANCHERIA PERSONALE, MAGLIERIA, CAMICIE",Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],www.falettimultistore.it,0,0,0,5,4,5,YES,NO,YES,,403 Forbidden,,,,,
GINEVRA CALZATURE S.R.L.,IT,Italie,ACQUALAGNA,VIA CASE NUOVE 25/D,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,,www.calzatureginevra.com,0,0,0,5,5,5,YES,NO,NO,calzatureginevra.it,,,,Ginevra Calzature - Nuovo mood. Stessa anima,"Proponiamo un vastissimo catalogo di scarpe, borse ed accessori. Con Ginevra Calzature il risparmio è garantito: prodotti scontati almeno il 40% rispetto al prezzo di retail",Ginevra calzature
TRADIZIONE MODA S.R.L.,IT,Italie,PAESE,VIA GIUSEPPE DI VITTORIO 2,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the manufacture and distribution of clothing and other related products,Manufacturing; Wholesale,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,Engaged in the manufacture and distribution of clothing and other related products [source: Bureau van Dijk],,0,0,1,5,4,6,YES,NO,NO,,,,,,,
MAZZUCCHELLI CALZATURE SRL,IT,Italie,BESNATE,VIA TOMASETTO 2,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear products,Retail,COMMERCIO AL DETTAGLIO DI CALZATURE E ACCESSORI,Engaged in the retail sale of footwear products [source: Bureau van Dijk],www.mazzucchellicalzature.it,0,0,0,5,5,7,YES,YES,,,Mazzucchelli Calzature,"Tutte le scarpe che avete in mente, da noi ci sono.","scarpe, shoes, negozio, calzature",,,
IDEME,FR,France,THOUARS,,4771,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale trade of apparel, accessories and other textile products",Wholesale,Le fonds de commerce de vente de prêt-à-porter féminin,"Engaged in the wholesale trade of apparel, accessories and other textile products [source: Bureau van Dijk]",www.patrice-breal.fr,0,0,0,5,5,6,YES,YES,,,,,,,,
DOF,RU,Fédération de Russie,BUINAKSK,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,0,1,2,5,5,7,YES,NO,NO,,,,,,,
PAWO - MEN SP. Z O.O. SP.K.,PL,Pologne,PABIANICE,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the manufacture of men's and boys' trousers and slacks; men's and boys' suits,Manufacturing,,Engaged in the manufacture of men's and boys' trousers and slacks; men's and boys' suits [source: Bureau van Dijk],www.pawo.pl,0,-1,0,5,5,9,YES,YES,,,PAWO: Moda męska: sklep z odzieżą męską online - sklep z garniturami,"Stwórz wizerunek nowoczesnego mężczyzny z marką Pawo - synonimem dobrego stylu i elegancji. Stawiamy na odzież biznesową, smart casual, jak i okazjonalną, w tym garnitury ślubne.",,,,
SG GIUGLIANO S.R.L.,IT,Italie,NOLA,CORSO TOMMASO VITALE 169/171,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,www.giuglianouomo.it,0,0,0,5,5,5,YES,NO,NO,,Giugliano Abbigliamento Uomo A Nola • Giuglianouomo.it,"Giugliano è tra i migliori negozi di abbigliamento moda uomo a Nola. In Boutique trovi i migliori abiti maschili e brand quali Off-white, Versace e tanti altri.",,,,
JG STORES S.R.O.,SK,Slovaquie,SPISSKA NOVA VES,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,,,0,0,0,5,6,9,YES,NO,YES,,,,,,,
WHITEHORSE HANDELSGMBH,AT,Autriche,ST. AEGIDI,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of Jack Wolfskin clothing and footwear,Retail,Eingetragener Gegenstand: Ein- und Verkauf von Produkten des JACK WOLFSKIN Produktsortimentes. Weiters seit Ende März 2013 Werbeagentur.,Engaged in the retail sale of Jack Wolfskin clothing and footwear [source: Bureau van Dijk],www.jack-wolfskin.at,n.d.,n.d.,n.d.,5,7,8,NO,NO,#DIV/0!,,"Outdoor Bekleidung, Schuhe und Ausrüstung – JACK WOLFSKIN","Entdecke JACK WOLFSKIN Outdoor Bekleidung, Ausrüstung & Schuhe ✓ Top Qualität ✓ Kaufe online direkt beim Hersteller: JACK WOLFSKIN Outdoor Bekleidung, Ausrüstung & Schuhe!","Outdoor Bekleidung, Ausrüstung, Schuhe",,,
QUATTRO STAGIONI - SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,CESENA,VIA LUCIANO LAMA 51,4771,Commerce de détail d'habillement en magasin spécialisé,"Retail trade of personal linen, knitwear and hosiery",Retail,COMMERCIO AL DETTAGLIO DI ARTICOLI DI ABBIGLIAMENTO,"Retail trade of personal linen, knitwear and hosiery [source: Bureau van Dijk]",www.quattrostagioniabbigliamento.it,0,0,0,5,5,5,YES,NO,NO,,Quattro Stagioni Abbigliamento,"Quattro Stagioni, negozi di abbigliamento e intimo per tutta la famiglia.","Intimo bimbo, intimo donna, intimo uomo. Intimo e abbigliamento per tutta la famiglia.
Reggiseni, Pushup, Slip, Boxer, Magliette, Pigiami, Camicie notte, Calze, Collant, Calzini, Corredo nascite, Leggings, Grambiuli scuola",,,
ROSSOTOSCANA SOCIETA' A RESPONSABILITA' LIMITATA,IT,Italie,CRESPINA LORENZANA,VIA GALILEO GALILEI 9/11,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI ARTICOLI DI PELLETTERIA E DA VIAGGIO,,www.tuscanyleather.it,1,0,0,5,5,5,YES,NO,NO,,Maroquinerie Italienne Achetez en ligne avec Tuscany Leather,"Large gamme de maroquinerie italienne. Choisissez nos sacs en cuir, porte-documents, valises, sacs à dos en cuir | Achetez les produits ""Tuscany Leather"" en ligne",,,,
BRUXELLES ACHATS D OR,BE,Belgique,BRUXELLES,CHARLEROISE STEENWEG 63,4615,"Intermédiaires du commerce en meubles, articles de ménage et quincaillerie",,,,,www.sellgold.be,0,0,0,5,6,6,YES,NO,NO,,Bruxelles Achat d`Or - Achat et vente métaux et pierres précieuses,"Estimation gratuite des métaux et pierres précieuses. Or, bijoux en or, pieces en or, argent, diamant, saphir, émeraude, rubis.",,,,
HT SKIT POLAND SP. Z O.O.,PL,Pologne,BIERUN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,www.htskitpoland.com.pl,0,0,0,5,4,5,YES,YES,,,,,,,,
SEVDA IMPEX SRL,RO,Roumanie,CONSTANTA,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the wholesale distribution of furniture and home furnishings,Wholesale,,Engaged in the wholesale distribution of furniture and home furnishings [source: Bureau van Dijk],www.sevda.ro,0,0,1,5,5,6,YES,NO,NO,,Sevda | Sevda,Sevda,,,,
FASHION PEOPLE SL,ES,Espagne,MARBELLA,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Venta al menor de prendas de vestir y complementos de firma, de señora y caballero.",,missslorganization.net,0,0,0,5,4,4,YES,NO,NO,,,,,,,
SPY STAFF S.R.L.,IT,Italie,POZZUOLI,CORSO GIUSEPPE GARIBALDI 40/44,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER BAMBINI E NEONATI,,,0,0,0,5,4,5,YES,NO,NO,,,,,,,
AKTSIONERNOE OBSHCHESTVO TORGOVYI DOM ALMAZ-KHOLDING,RU,Fédération de Russie,MOSCOW,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,,almazholding.ru,1,1,1,5,4,6,YES,NO,NO,,Алмаз Холдинг - интернет-магазин ювелирных украшений высокого качества. Доставка по всей России,"Интернет-магазин ювелирных украшений – это удобный способ выбора изделий: задав нужные характеристики, Вы мгновенно получите список подходящих Вам украшений. Несколькими кликами Вы легко можете заказать понравившееся ювелирное украшение с доставкой по всей России",,,,
MEGACALZADO PAMPLONA SL,ES,Espagne,ORKOIEN,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail distribution of footwear for all ages,Wholesale; Retail,Comercio al por menor de calzado de todo tipo.,Engaged in the wholesale and retail distribution of footwear for all ages [source: Bureau van Dijk],www.megacalzado.com,0,0,0,5,4,6,YES,NO,NO,,Zapatería Online | Calzado de moda a buen precio - Megacalzado,"Tu zapatería online donde encontrarás, zapatos, botines, sandalias, deportivas. Compra zapatos para mujer online, para hombre, niño y niña.","tienda online, venta zapatos online, compra online, megacalzado, zapatos megacalzado, zapatos mujer moda, zapatos mujer online, marcas zapatos mujer, zapatos mujer baratos",,,
BANANA BENZ S.R.L.,IT,Italie,BARI,CORSO CAMILLO BENSO CONTE DI CAVOUR 45,4771,Commerce de détail d'habillement en magasin spécialisé,,,COMMERCIO AL DETTAGLIO DI CONFEZIONI PER ADULTI,,www.bananabenz.it,0,0,0,5,4,5,YES,NO,YES,hoteloceano.it,Banana Benz - The streetwear fashion shop online,"Benvenuto su Bananabenz.it uno dei concept store più importanti del fashion streetwear online! I migliori brand e i loro articoli a portata di click! The best of streetstyle, only with us!",,"Hotel Oceano a Marina di Pietrasanta, Versilia | Le vostre vacanze, il nostro mestiere","Vieni a scoprire Hotel Oceano, struttura 3 stelle in riva al mare, situata a Pietrasanta, una location davvero esclusiva della Versilia.",
HIJOS DE FRANCISCO LOPEZ SANTA CRUZ SA,ES,Espagne,LAS PALMAS DE GRAN CANARIA,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear for men, women and children",Retail,"Venta al menor de calzados, complementos y textil.","Engaged in the operation of a chain of shoe stores; Involved in the retail trade of footwear for men, women and children [source: Bureau van Dijk]",www.buylopez.es,0,-1,0,5,5,10,YES,NO,YES,www.grupolopez.es,,,,,,
BEABA,FR,France,FLERS,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,0,0,0,5,4,4,YES,NO,NO,,,,,,,
LITTLE KINGS SL,ES,Espagne,ANDUJAR,,4771,Commerce de détail d'habillement en magasin spécialisé,,,Comercio al por menor de ropa de bebé.,,www.littlekings.es,0,0,0,5,5,7,YES,NO,NO,,Little Kings | Moda infantil,"Descubre las tendencias de moda infantil en Little Kings online. Moda, vestidos, complementos, diademas, calcetines, leotardos de niña, niño, bebé en tu tienda online.","moda infantil, niño, niña, bebé, canastilla, complementos, diademas, calcetines, leotardos, accesorios infantiles, ropa, moda",,,
VIOSIM IMPEX JUNIOR SRL,RO,Roumanie,IASI,,4771,Commerce de détail d'habillement en magasin spécialisé,,,,,,1,1,0,5,5,4,YES,NO,NO,,,,,,,
OSMOTEX OY,FI,Finlande,PIEKSAMAKI,,4771,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of knitted and crocheted apparel,Retail,"Yhtiön toimialana on tekstiili- ja vaatetavaroiden, jalkineiden, elektroniikka-, lahja-, urheilu- ja tavaratalotuotteiden valmistus, vähittäis- ja tukkukauppa sekä tuonti- ja vientiagentuurien hoitaminen, arvopapereiden, kiinteistöjen, taide-esineiden ostaminen, omistaminen, myyminen ja välittäminen sekä yritysten, autojen ja työkoneiden ja niihin kuuluvien laitteiden osto, saneeraus, omistaminen, myynti ja vuokraus sekä muu laillinen liiketoiminta.","Yhtion toimialana on tekstiili- ja vaatetavaroiden, jalkineiden, elektroniikka-, lahja-, urheilu- ja tavaratalotuotteiden valmistus, vahittais- ja tukkukauppa seka tuonti- ja vientiagentuurien hoitaminen, arvopapereiden, kiinteistojen, taide-esineiden ostaminen, omistaminen, myyminen ja valittaminen seka yritysten, autojen ja tyokoneiden ja niihin kuuluvien laitteiden osto, saneeraus, omistaminen, myynti ja vuokraus seka muu laillinen liiketoiminta.",www.osmotex.com,0,0,0,5,5,5,YES,YES,,osmotex.com,Osmotex Oy – Luotettavaa kauppaa vuodesta 1955,,,Osmotex Oy – Luotettavaa kauppaa vuodesta 1955,,
JORDANS EOOD,BG,Bulgarie,PLOVDIV,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail distribution of footwear,Retail,,Engaged in the retail distribution of footwear [source: Bureau van Dijk],www.paolobotticelli.com,0,0,0,5,4,7,YES,NO,NO,,"Paolobotticelli дамски обувки, мъжки обувки, детски обувки, чанти - Обувки PaoloBotticelli","Paolo botticelli :: Online магазин за обувки - Дамски обувки, Мъжки обувки, Чанти. Атрактивни модели и големи намаления!","Дамски обувки, Мъжки обувки, Чанти, намаление, разпродажба, последни намаления,paolo botticelli, обувки, чанти, дамски, дамски обувки, ботуши, елегантни обувки, официални обувки, спортни обувки, сандали, чехли, мъжки обувки, боти, мъжки боти, намаления, 30%, 50%, 70%, сезонно намаление,",,,
MOTORRAD BOEGEL GMBH,DE,Allemagne,IBBENBUEREN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Eingetragener Gegenstand:
Einzelhandel mit Motorrädern und sonstigen Zweirädern einschließlich Zubehör, eine Reparaturwerkstatt ist angeschlossen. BMW und Suzuki Motorrad-Vertretung, Zusammenarbeit mit SUZUKI Motorrad und Rollermarken Kymco und Vertragshändler von Benelli und Zero",,www.motorrad-boegel.de,n.d.,n.d.,n.d.,5,5,6,NO,NO,#DIV/0!,,Motorrad Bögel BMW Motorrad Werkstatt,"BMW Motorrad, Benelli & Multi-Brand Werkstatt in Ibbenbüren & Osnabrück",,,,
"MACHADO - JOALHEIRO, S.A.",PT,Portugal,PORTO,,4777,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,Retalhista de artigos de ourivesaria - 100%,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.machadojoalheiro.com,0,0,0,5,5,8,YES,NO,NO,,Desde 1880 a Criar Jóias Únicas | Machado Joalheiro no Porto e Lisboa,Representamos as Mais Prestigiadas Marcas Internacionais de Relojoaria e Joalharia. Visite o Nosso Site.,,,,
DEPURTAT SRL,RO,Roumanie,BUCURESTI SECTORUL 3,,4772,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,,www.depurtat.ro,0,0,0,5,4,4,YES,NO,NO,,Magazinul tau cu incaltaminte dama | dEpurtat.ro,Magazinul tau cu incaltaminte dama. Schimb de marime GRATUIT și rapid ✓ Perioada de retur 100 de zile .Peste 14.000 modele de incaltaminte dama.,,,,
MODEHAUS COHAUSZ GMBH,DE,Allemagne,BORKEN,,4771,Commerce de détail d'habillement en magasin spécialisé,,,"Eingetragener Gegenstand:
Handel mit Textilien u. Wäsche aller Art. Verkaufsfläche ca. 2.000 qm.",,www.mode-cohausz.de,n.d.,n.d.,n.d.,5,4,5,NO,NO,#DIV/0!,,Startseite,Modehaus Cohausz,Modehaus Cohausz,,,
